"","D0","D24","D48","R3","R24","gene_length","ExonN","Paralogs"
"12875",5.5285851009721,4.65523199807991,4.67257383601526,4.00829381755994,5.51721097519404,1853,4,"O"
"12876",4.85445305553306,5.97120129969006,4.5136418669612,3.01620318007534,3.22295678348162,386,3,"O"
"12877",4.50053858546503,4.16241020282265,3.32663686756297,4.1248260755415,4.06282387000306,12198,18,"O"
"12878",10.7142813037484,9.91733568195311,9.30195911592161,8.49082201670514,10.1577384467613,4088,10,"O"
"12879",2.48821240849096,2.43989197843546,1.86879987371999,2.34242403368227,2.84243317642268,495,3,"O"
"12880",7.07301494609177,7.19772786855493,7.81621515211057,6.71571812260611,6.6661986409582,969,2,"O"
"12881",-0.723535243999709,-0.0364788117901736,2.58988308637731,1.86989367298679,-0.154886639391658,1617,2,"O"
"12882",2.5428909510755,3.916665777799,5.58958960203086,4.39283472400069,3.07189582405901,1739,3,"O"
"12883",7.06750856658399,6.559239517186,6.9384277929707,5.90289048611841,5.94160859931833,973,4,"P"
"12884",3.98902059608031,4.38151167661592,5.24787147412659,4.91970104407477,4.02293124118056,790,2,"O"
"12885",1.07758053999114,1.89720190908388,1.71640865973729,1.53661099169098,2.47596687080583,633,2,"O"
"12886",5.15198728755085,5.59568768127856,5.22221743166257,4.97422378106563,4.84114553453203,957,2,"O"
"12887",0.962257274195816,1.02985683549255,1.38259810907298,0.436748521188366,1.63204547683279,1358,2,"O"
"12888",1.19838328992511,0.271227375183797,0.211774612594403,0.91386104636125,1.55957991450696,3174,7,"O"
"12889",4.8690387654069,4.57193603084287,3.96576827088685,4.04284889605713,4.27372258065703,1546,3,"P"
"12890",3.13448776640841,3.09816277713163,3.27652705475284,3.33411590423482,3.25432018307396,1959,4,"O"
"12891",0.999453465655749,2.45455401071971,1.19429616227622,1.88098566915959,1.89021513836378,361,2,"O"
"12892",0.417375937834418,0.893851975667714,2.55285187549755,0.16188316075099,1.13329320832694,1613,3,"P"
"12893",3.52691436880907,3.29959735609345,5.15544555697241,4.8384907158599,3.78488498698021,19697,11,"O"
"12894",3.19654928333753,3.12962004806547,2.63143592023123,3.40197135806364,3.39704906225183,38490,4,"O"
"12895",0.502475531462823,0.418677361846072,-0.863979189573287,-1.27327600504601,0.167795561638583,2847,4,"O"
"12896",1.95502199919209,4.77182744078075,5.71832074080794,5.13753992069933,3.28067095448199,1855,5,"O"
"12897",2.73741048059019,2.47265224479054,1.63828724881383,2.60111451996988,2.67765822462407,877,3,"O"
"12898",0.942870144978587,0.192418775887727,-2.72922941245058,-1.37654218345291,0.433087739038209,1704,7,"P"
"12899",3.98594339535997,1.54447407511343,-1.98950266789713,1.13694780402853,4.11020460812559,5186,10,"P"
"12900",-2.33937218968833,-2.00149496057978,-2.33937218968832,-1.85218610353476,-2.33937218968832,736,2,"O"
"12901",-2.11055349919245,-2.11055349919244,-1.71603362267053,-2.11055349919244,-1.84745874412865,682,2,"O"
"12902",-2.91360828381642,-2.91360828381642,-2.51908840729451,-2.21109861116157,-2.64839984175727,1267,4,"P"
"12903",-2.92219577965315,-2.92219577965315,-2.92219577965314,-2.29181846285629,-2.92219577965314,1138,3,"P"
"12904",5.04121186092084,3.37611942835551,0.698188187123131,3.5943231734403,4.56095812591595,4666,11,"P"
"12905",3.92059079170861,3.34069455113921,5.84470290745468,3.84553724812126,3.47852841381114,3325,6,"P"
"12906",3.49661611511367,3.73137276513048,3.75611210449067,3.8451483000513,3.67060366680501,2264,5,"O"
"12907",0.219161009612651,0.582883740049853,-0.438163006702873,-0.762532229977704,-0.560211028955615,3496,4,"P"
"12908",1.18815111032745,-0.0674929055843682,-0.239755524241831,-0.924165069386041,-0.281397532237604,1166,9,"O"
"12909",1.68865741765645,-0.222074051347467,0.0546804522622886,0.148054518994552,0.706830429388845,372,2,"O"
"12910",5.57764020379158,3.95978174850029,3.72840014847031,1.99102003438756,4.61410675149421,2116,10,"P"
"12911",8.61738124536793,8.194615810589,8.37944875735144,7.47714928114919,8.36291853478822,1070,2,"O"
"12912",1.88992159239003,2.09898388669332,1.420580464842,1.25805570703209,1.99464873628482,1903,4,"P"
"12913",1.43579098660442,1.02820602503257,0.652559615665217,0.756883655096931,1.69627754557366,2963,4,"O"
"12914",2.65872537797341,2.29728873456065,0.196774841505809,1.27965977887117,2.62821104992629,335,2,"O"
"12915",3.29858678901053,2.96865718354333,0.631192657503441,1.81266584204458,3.30627950866602,1414,3,"P"
"12916",4.26225632884296,4.85044434654405,5.33583761662664,4.30971967829565,4.25868714419389,5296,12,"O"
"12917",1.38079335207504,1.79273366428914,-0.540861926431069,1.71304018746565,1.75167264159117,866,2,"P"
"12918",4.12992942188333,4.31102500725829,5.16367051611391,4.85796577066387,3.77381355565043,3734,4,"O"
"12919",7.20008367891793,6.61848580924735,8.51832568110339,7.13797302399529,6.84154349907763,4202,7,"O"
"12920",2.34318674364982,1.88359065454839,1.33169822412951,1.07547387850154,1.05693492689363,769,2,"O"
"12921",7.47556199183242,6.84144296934309,8.49303180550717,7.32459593194193,7.02248367909297,4878,5,"P"
"12922",-2.68481910239188,-2.27590546754358,-0.421773265688353,-0.880596736523676,-2.6625892569606,1519,2,"O"
"12923",0.0127479869028821,-0.831521760198474,-1.08360163004828,-0.851633597796059,1.22094570196329,1368,3,"P"
"12924",0.637752584166672,1.00896246113018,-1.2505043787905,-1.37398695406529,0.967698724560941,825,2,"P"
"12925",-1.15345517092029,-2.11704360724765,-2.40978675627231,-1.96812312168869,-1.86531889380647,2433,3,"O"
"12926",-1.26705798487244,-1.26705798487243,-0.872538108350524,-1.26705798487243,-1.26705798487243,365,2,"O"
"12927",4.38879598814145,5.39926970862993,7.49532634664437,6.2705854708334,4.45170362687045,4242,8,"O"
"12928",-2.67331567423246,-2.66358800791466,-2.68505455119707,-2.87535325931359,-0.274341185096447,1960,5,"O"
"12929",-2.07119982954885,-3.58737969755514,-1.60747493010732,-2.21625155184609,-2.23282943691126,2417,6,"O"
